Company,Source,RepVue Score,Last Checked,Currently Open,Notes
Red Bull,repvue,85.95,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Achieve,repvue,85.94,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Swipeby,repvue,85.94,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Vic.ai,repvue,85.94,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Ansys,repvue,85.93,2026-07-01,Y,top1000 RepVue scan: open AE role
Webware.ai,repvue,85.92,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Bilin Technology,repvue,85.92,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
PNI HCM,repvue,85.92,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Vartana,repvue,85.91,2026-07-04,N,ATS board gone
Digital Realty,repvue,85.89,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Toolio,repvue,85.88,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
TradeWing,repvue,85.87,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Inmar Intelligence,repvue,85.87,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Rubrik,repvue,85.87,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
IAR,repvue,85.86,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Premier Group Recruitment,repvue,85.86,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Google Cloud,repvue,85.86,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Noggin,repvue,85.84,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Eli Lilly,repvue,85.84,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
VMware,repvue,85.83,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Vertex Inc.,repvue,85.83,2026-07-01,Y,top1000 RepVue scan: open AE role
Dubber,repvue,85.82,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
XOi Technologies,repvue,85.81,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Optro,repvue,85.81,2026-07-04,N,ATS board gone
AlphaSights,repvue,85.80,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Firefly,repvue,85.80,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
StorMagic,repvue,85.79,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Tyler Technologies,repvue,85.79,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Spare Labs,repvue,85.79,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Webex Events,repvue,85.78,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Braze,repvue,85.78,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Pathrise,repvue,85.77,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Rewind,repvue,85.77,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
SailPoint,repvue,85.77,2026-07-04,N,Workday req R013016 gone
DoubleVerify,repvue,85.76,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Varicent,repvue,85.76,2026-07-01,Y,top1000 RepVue scan: open AE role
Faddom,repvue,85.76,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Currencycloud,repvue,85.76,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Quotient Technology,repvue,85.74,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
WebEngage,repvue,85.74,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Profisee,repvue,85.74,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
KONE,repvue,85.73,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Proton.ai,repvue,85.73,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
OneStream Software,repvue,85.72,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Ocelot,repvue,85.72,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Unanet,repvue,85.72,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Amper Technologies,repvue,85.71,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Ardoq,repvue,85.70,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Beekeeper,repvue,85.69,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Bishop Fox,repvue,85.69,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Slice,repvue,85.68,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Netskope,repvue,85.68,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Taxfyle,repvue,85.67,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Nuance Communications Inc.,repvue,85.67,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Fidelity,repvue,85.67,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Venafi,repvue,85.65,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Apptio,repvue,85.65,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Axis Security,repvue,85.65,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Axon,repvue,85.64,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
SciLeads,repvue,85.64,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Mixmax,repvue,85.62,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Citylitics Inc,repvue,85.61,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Standard Metrics,repvue,85.61,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Vercel,repvue,85.60,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
ExperiencePoint,repvue,85.59,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Regal Plastic Supply Company Inc.,repvue,85.59,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Normalyze,repvue,85.58,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Redfin,repvue,85.57,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Tiger Data,repvue,85.57,2026-07-04,N,posting dead; replacement is Spain-only
Absorb Software,repvue,85.56,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Vena Solutions,repvue,85.55,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Bizzabo,repvue,85.54,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
AWeber,repvue,85.54,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Moveworks,repvue,85.53,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Ingersoll Rand,repvue,85.53,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
EVOLVE,repvue,85.53,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
SingleOps,repvue,85.53,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Selling.com,repvue,85.52,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Resonate,repvue,85.51,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Saviynt,repvue,85.51,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Encapture,repvue,85.51,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Rocket Mortgage,repvue,85.51,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
CrowdRiff,repvue,85.51,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Nalco Water,repvue,85.49,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Webconnex,repvue,85.49,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
InVision,repvue,85.48,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
NewsWhip,repvue,85.48,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Moss,repvue,85.47,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
IGEL,repvue,85.47,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Clio,repvue,85.46,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
runZero,repvue,85.46,2026-07-01,Y,top1000 RepVue scan: open AE role
SWEEP,repvue,85.44,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Nextdoor,repvue,85.44,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
DoorDash,repvue,85.43,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Doximity,repvue,85.43,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Hebbia,repvue,85.43,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Pathify,repvue,85.42,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Danaher Corporation,repvue,85.42,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Idexx,repvue,85.41,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Coalition,repvue,85.41,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Johnson & Johnson MedTech,repvue,85.39,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Signifyd,repvue,85.39,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Everlaw,repvue,85.38,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
deepset,repvue,85.38,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Jumio Corporation,repvue,85.38,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Guild,repvue,85.38,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Lessonly (owned by Seismic),repvue,85.37,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
World Wide Technology,repvue,85.36,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
YouScience,repvue,85.36,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Autodesk,repvue,85.36,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
FactSet,repvue,85.34,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Sweetwater Sound,repvue,85.34,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
FireMon,repvue,85.31,2026-07-01,Y,top1000 RepVue scan: open AE role
Secoda,repvue,85.31,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Built In,repvue,85.30,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Luminary Cloud,repvue,85.30,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
JobAdder,repvue,85.30,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Snappt,repvue,85.29,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Deepki,repvue,85.29,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Arketa,repvue,85.29,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Generis Group,repvue,85.28,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
"Barcodes, Inc",repvue,85.28,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Organogenesis,repvue,85.27,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Metadata.io,repvue,85.27,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
RevSure.ai,repvue,85.26,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Spring Health,repvue,85.26,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
BoomTown ROI,repvue,85.25,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Palo Alto Networks,repvue,85.25,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Keela,repvue,85.24,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
ElevenLabs,repvue,85.24,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
AssetWatch,repvue,85.24,2026-07-02,Y,top1000 RepVue scan: open AE role
LeagueApps,repvue,85.23,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Bausch and Lomb,repvue,85.23,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Sentieo (AlphaSense),repvue,85.22,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Bitly,repvue,85.22,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Zenput,repvue,85.22,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Trintech,repvue,85.21,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
GetResponse,repvue,85.21,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Secure Code Warrior,repvue,85.21,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Siemens Energy,repvue,85.21,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Amazon Web Services (AWS),repvue,85.21,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
eSSENTIAL Accessibility,repvue,85.21,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Astronomer,repvue,85.19,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Help Scout,repvue,85.17,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Niural,repvue,85.17,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
POS Nation,repvue,85.16,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
"Datacor, Inc.",repvue,85.16,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Pursuit Sales Solutions,repvue,85.16,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
data.world,repvue,85.14,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Pinpoint,repvue,85.13,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
hyperexponential,repvue,85.13,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Computacenter,repvue,85.12,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Vericel Corporation,repvue,85.12,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
AlertMedia,repvue,85.11,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Benepass,repvue,85.10,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Financial Times,repvue,85.10,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Duro,repvue,85.10,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Breezeway,repvue,85.09,2026-07-02,Y,top1000 RepVue scan: open AE role
Securly,repvue,85.08,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Visa,repvue,85.07,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Cencora (AmerisourceBergen),repvue,85.06,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Capital on Tap,repvue,85.06,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Remesh,repvue,85.05,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Semgrep,repvue,85.05,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Ecotrak Facility Management Software,repvue,85.04,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Pathlock,repvue,85.04,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Guesty,repvue,85.04,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Source Intelligence,repvue,85.04,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Qualified,repvue,85.04,2026-07-02,Y,top1000 RepVue scan: open AE role
TechnoMile,repvue,85.03,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
ReviewTrackers,repvue,85.03,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
DoorLoop,repvue,85.03,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Alithya,repvue,85.03,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Skuad,repvue,85.02,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
LogRocket,repvue,85.02,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
UserZoom,repvue,85.02,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Fivetran,repvue,85.01,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Johnson & Johnson,repvue,85.01,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Mastercard,repvue,85.01,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Yardstik,repvue,85.01,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Juniper Square,repvue,85.00,2026-07-01,Y,top1000 RepVue scan: open AE role
Policygenius,repvue,85.00,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Rockset,repvue,84.99,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Zenoss,repvue,84.98,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Runway,repvue,84.98,2026-07-01,Y,top1000 RepVue scan: open AE role
Kpler,repvue,84.96,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Textline,repvue,84.96,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Quantivate,repvue,84.96,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
OpenAsset,repvue,84.96,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
n8n,repvue,84.96,2026-07-01,Y,top1000 RepVue scan: open AE role
Divvy Homes,repvue,84.95,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Clarabridge,repvue,84.95,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Voxpopme,repvue,84.95,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Edwards Lifesciences,repvue,84.94,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Frame.io (Adobe),repvue,84.93,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Turquoise Health,repvue,84.93,2026-07-01,Y,top1000 RepVue scan: open AE role
Resolve,repvue,84.91,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Humana,repvue,84.91,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
GBG,repvue,84.91,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Jivox,repvue,84.91,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
CD Recruitment,repvue,84.91,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Jellyfish,repvue,84.90,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Foleon,repvue,84.89,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Sensera Systems,repvue,84.89,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Verifiable,repvue,84.88,2026-07-01,Y,top1000 RepVue scan: open AE role
Playvox,repvue,84.88,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Charted,repvue,84.88,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Neat,repvue,84.87,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
MathWorks,repvue,84.86,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
TraceGains,repvue,84.85,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
VirtualPRO,repvue,84.85,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
SimpleNexus,repvue,84.85,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Zip HQ,repvue,84.85,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
OUTFRONT Media,repvue,84.84,2026-07-01,N,top1000 RepVue scan: no verified role / ATS unresolved
Endor Labs,repvue,84.84,2026-07-01,Y,top1000 RepVue scan: open AE role
Smart City Apartment Locating,repvue,84.57,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Avoxi,repvue,84.56,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
NFI,repvue,84.56,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Assembled,repvue,84.56,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
WealthEngine,repvue,84.56,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Compass Group,repvue,84.55,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Booking.com,repvue,84.55,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
CoLab Software,repvue,84.53,2026-07-04,N,posting dead; remaining are Key AE (non-IC AE title)
AcuityMD,repvue,84.53,2026-07-01,Y,RepVue scan: open AE role
REMAX,repvue,84.53,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Orca Security,repvue,84.53,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Chemsearch FE,repvue,84.53,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
PIMCO,repvue,84.52,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
The Hershey Company,repvue,84.51,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
SOPHiA GENETICS,repvue,84.51,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Affirm,repvue,84.50,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Amplify,repvue,84.50,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
BlueJeans,repvue,84.50,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Guideline,repvue,84.49,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Arista,repvue,84.49,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
ALLDATA,repvue,84.48,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Morgan Stanley,repvue,84.48,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Dematic Corp,repvue,84.48,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Smartling,repvue,84.46,2026-07-01,Y,RepVue scan: open AE role
Power Home Remodeling,repvue,84.46,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
JLL Technologies,repvue,84.46,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
HopSkipDrive,repvue,84.46,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Atlas Copco,repvue,84.45,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
RX Global,repvue,84.45,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
NS1,repvue,84.45,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
SunPower,repvue,84.45,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Plex Systems,repvue,84.44,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
"Ada, Inc.",repvue,84.44,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
MNTN,repvue,84.44,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Movista,repvue,84.44,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Klue,repvue,84.43,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Proposify,repvue,84.42,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Main Street Hub,repvue,84.42,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Stryker,repvue,84.42,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Carta,repvue,84.42,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Sunbit,repvue,84.83,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
OnBoard,repvue,84.83,2026-07-02,Y,RepVue scan: open AE role
Fairwinds,repvue,84.82,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Manta,repvue,84.82,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Canto,repvue,84.82,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Algolia,repvue,84.82,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
CyberArk,repvue,84.81,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
ATG,repvue,84.80,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
NextPatient,repvue,84.80,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
USI Insurance Services,repvue,84.80,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Q2,repvue,84.79,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Electrolux,repvue,84.79,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Soldo,repvue,84.79,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Agora RE,repvue,84.78,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Relay,repvue,84.78,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Sirion,repvue,84.77,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
SAP Signavio,repvue,84.76,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Fisher Investments,repvue,84.76,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
BuildOps,repvue,84.75,2026-07-01,Y,RepVue scan: open AE role
Firebolt,repvue,84.75,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Salesforce,repvue,84.74,2026-07-02,N,dropped 2026-07-02: only remote Growth Business AE is Non-Profit req restricted to NYC metro
Smarty,repvue,84.73,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
LocalShift,repvue,84.73,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Device42,repvue,84.73,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
DocuWare,repvue,84.73,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Cin7,repvue,84.73,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Kentik,repvue,84.72,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Agorapulse,repvue,84.72,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Origami Risk,repvue,84.72,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Greystar,repvue,84.72,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
User Interviews,repvue,84.71,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Vitable Health,repvue,84.71,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Ricoh Imaging Americas Corporation,repvue,84.71,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Clarify,repvue,84.70,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Panorama Education,repvue,84.70,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Allegion,repvue,84.69,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Datasite,repvue,84.69,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
NEXA Mortgage,repvue,84.68,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Apptegy,repvue,84.68,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Checkmarx,repvue,84.67,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Solace,repvue,84.67,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Overjet,repvue,84.67,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
athenahealth,repvue,84.66,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Coast App,repvue,84.66,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Nevro,repvue,84.66,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
North State Consulting,repvue,84.64,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
KEYENCE,repvue,84.63,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Permutive,repvue,84.63,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
Yotpo,repvue,84.62,2026-07-01,N,RepVue scan: no verified role / ATS unresolved
